"payload_size","most_used_MCS","effective_latency"
46000,2,18.404
46050,2,18.436
46100,2,18.452
46150,2,18.468
46200,2,18.484
46250,2,18.5
46300,2,18.516
46350,2,18.532
46400,2,18.564
46450,2,18.58
46500,2,18.596
46550,2,18.612
46600,2,18.628
46650,2,18.644
46700,2,18.66
46750,2,18.676
46800,2,18.708
46850,2,18.724
46900,2,18.74
46950,2,18.756
47000,2,18.772
47050,2,18.788
47100,2,18.804
47150,2,18.836
47200,2,18.852
47250,2,18.868
47300,2,18.884
47350,2,18.9
47400,2,18.916
47450,2,18.932
47500,2,18.964
47550,2,18.98
47600,2,18.996
47650,2,19.012
47700,2,19.028
47750,2,19.076
47800,2,19.092
47850,2,19.108
47900,2,19.124
47950,2,19.14
48000,2,19.156
48050,2,19.188
48100,2,19.204
48150,2,19.22
48200,2,19.236
48250,2,19.252
48300,2,19.268
48350,2,19.284
48400,2,19.316
48450,2,19.332
48500,2,19.348
48550,2,19.364
48600,2,19.38
48650,2,19.396
48700,2,19.412
48750,2,19.444
48800,2,19.46
48850,2,19.476
48900,2,19.492
48950,2,19.508
49000,2,19.524
49050,2,19.54
49100,2,19.572
49150,2,19.588
49200,2,19.604
49250,2,19.62
49300,2,19.636
49350,2,19.652
49400,2,19.668
49450,2,19.684
49500,2,19.716
49550,2,19.732
49600,2,19.748
49650,2,19.764
49700,2,19.78
49750,2,19.796
49800,2,19.812
49850,2,19.844
49900,2,19.86
49950,2,19.876
50000,2,19.908
50050,2,19.94
50100,2,19.956
50150,2,19.972
50200,2,19.988
50250,2,20.004
50300,2,20.02
50350,2,20.036
50400,2,20.068
50450,2,20.084
50500,2,20.1
50550,2,20.116
50600,2,20.132
50650,2,20.148
50700,2,20.164
50750,2,20.196
50800,2,20.212
50850,2,20.228
50900,2,20.244
50950,2,20.26
51000,2,20.276
51050,2,20.292
51100,2,20.324
51150,2,20.34
51200,2,20.356
51250,2,20.372
51300,2,20.388
51350,2,20.404
51400,2,20.42
51450,2,20.452
51500,2,20.468
51550,2,20.484
51600,2,20.5
51650,2,20.516
51700,2,20.532
51750,2,20.548
51800,2,20.58
51850,2,20.596
51900,2,20.612
51950,2,20.628
52000,2,20.644
52050,2,20.66
52100,2,20.676
52150,2,20.692
52200,2,20.724
52250,2,20.756
52300,2,20.772
52350,2,20.804
52400,2,20.82
52450,2,20.836
52500,2,20.852
52550,2,20.868
52600,2,20.884
52650,2,20.9
52700,2,20.916
52750,2,20.948
52800,2,20.964
52850,2,20.98
52900,2,20.996
52950,2,21.012
53000,2,21.028
53050,2,21.044
53100,2,21.076
53150,2,21.092
53200,2,21.108
53250,2,21.124
53300,2,21.14
53350,2,21.156
53400,2,21.172
53450,2,21.204
53500,2,21.22
53550,2,21.236
53600,2,21.252
53650,2,21.268
53700,2,21.284
53750,2,21.3
53800,2,21.332
53850,2,21.348
53900,2,21.364
53950,2,21.38
54000,2,21.396
54050,2,21.412
54100,2,21.428
54150,2,21.46
54200,2,21.476
54250,2,21.492
54300,2,21.508
54350,2,21.524
54400,2,21.54
54450,2,21.556
54500,2,21.588
54550,2,21.62
54600,2,21.636
54650,2,21.652
54700,2,21.684
54750,2,21.7
54800,2,21.716
54850,2,21.732
54900,2,21.748
54950,2,21.764
55000,2,21.78
55050,2,21.812
55100,2,21.828
55150,2,21.844
55200,2,21.86
55250,2,21.876
55300,2,21.892
55350,2,21.908
55400,2,22.222
55450,2,22.238
55500,2,22.254
55550,2,22.27
55600,2,22.302
55650,2,22.318
55700,2,22.334
55750,2,22.35
55800,2,22.366
55850,2,22.382
55900,2,22.398
55950,2,22.43
56000,2,22.446
56050,2,22.462
56100,2,22.478
56150,2,22.494
56200,2,22.51
56250,2,22.526
56300,2,22.558
56350,2,22.574
56400,2,22.59
56450,2,22.606
56500,2,22.622
56550,2,22.638
56600,2,22.654
56650,2,22.686
56700,2,22.702
56750,2,22.718
56800,2,22.75
56850,2,22.782
56900,2,22.798
56950,2,22.814
57000,2,22.83
57050,2,22.846
57100,2,22.862
57150,2,22.878
57200,2,22.91
57250,2,22.926
57300,2,22.942
57350,2,22.958
57400,2,22.974
57450,2,22.99
57500,2,23.006
57550,2,23.022
57600,2,23.054
57650,2,23.07
57700,2,23.086
57750,2,23.102
57800,2,23.118
57850,2,23.134
57900,2,23.15
57950,2,23.182
58000,2,23.198
58050,2,23.214
58100,2,23.23
58150,2,23.246
58200,2,23.262
58250,2,23.278
58300,2,23.31
58350,2,23.326
58400,2,23.342
58450,2,23.358
58500,2,23.374
58550,2,23.39
58600,2,23.406
58650,2,23.438
58700,2,23.454
58750,2,23.47
58800,2,23.486
58850,2,23.502
58900,2,23.518
58950,2,23.534
59000,2,23.566
59050,2,23.582
59100,2,23.614
59150,2,23.63
59200,2,23.662
59250,2,23.678
59300,2,23.694
59350,2,23.71
59400,2,23.726
59450,2,23.742
59500,2,23.758
59550,2,23.79
59600,2,23.806
59650,2,23.822
59700,2,23.838
59750,2,23.854
59800,2,23.87
59850,2,23.886
59900,2,23.918
59950,2,23.934
60000,2,23.95
60050,2,23.966
60100,2,23.982
60150,2,23.998
60200,2,24.014
60250,2,24.03
60300,2,24.062
60350,2,24.078
60400,2,24.094
60450,2,24.11
60500,2,24.126
60550,2,24.142
60600,2,24.158
60650,2,24.19
60700,2,24.206
60750,2,24.222
60800,2,24.238
60850,2,24.254
60900,2,24.27
60950,2,24.286
61000,2,24.318
61050,2,24.334
61100,2,24.35
61150,2,24.366
61200,2,24.382
61250,2,24.398
61300,2,24.414
61350,2,24.462
61400,2,24.478
61450,2,24.494
61500,2,24.51
61550,2,24.542
61600,2,24.558
61650,2,24.574
61700,2,24.59
61750,2,24.606
61800,2,24.622
61850,2,24.638
61900,2,24.67
61950,2,24.686
62000,2,24.702
62050,2,24.718
62100,2,24.734
62150,2,24.75
62200,2,24.766
62250,2,24.798
62300,2,24.814
62350,2,24.83
62400,2,24.846
62450,2,24.862
62500,2,24.878
62550,2,24.894
62600,2,24.926
62650,2,24.942
62700,2,24.958
62750,2,24.974
62800,2,24.99
62850,2,25.006
62900,2,25.022
62950,2,25.038
63000,2,25.07
63050,2,25.086
63100,2,25.102
63150,2,25.118
63200,2,25.134
63250,2,25.15
63300,2,25.166
63350,2,25.198
63400,2,25.214
63450,2,25.23
63500,2,25.246
63550,2,25.262
63600,2,25.278
63650,2,25.326
63700,2,25.342
63750,2,25.358
63800,2,25.374
63850,2,25.39
63900,2,25.422
63950,2,25.438
64000,2,25.454
64050,2,25.47
64100,2,25.486
64150,2,25.502
64200,2,25.518
64250,2,25.55
64300,2,25.566
64350,2,25.582
64400,2,25.598
64450,2,25.614
64500,2,25.63
64550,2,25.646
64600,2,25.678
64650,2,25.694
64700,2,25.71
64750,2,25.726
64800,2,25.742
64850,2,25.758
64900,2,25.774
64950,2,25.806
65000,2,25.822
50,3,0.49
100,3,0.49
150,3,0.506
200,3,0.522
250,3,0.538
300,3,0.554
350,3,0.57
400,3,0.586
450,3,0.586
500,3,0.602
550,3,0.618
600,3,0.634
650,3,0.65
700,3,0.666
750,3,0.682
800,3,0.682
850,3,0.698
900,3,0.714
950,3,0.73
1000,3,0.746
1050,3,0.762
1100,3,0.778
1150,3,0.778
1200,3,0.794
1250,3,0.81
1300,3,0.826
1350,3,0.842
1400,3,0.858
1450,3,0.874
1500,3,0.874
1550,3,0.89
1600,3,0.906
1650,3,0.922
1700,3,0.938
1750,3,0.954
1800,3,0.97
1850,3,0.97
1900,3,0.986
1950,3,1.002
2000,3,1.018
2050,3,1.034
2100,3,1.05
2150,3,1.05
2200,3,1.066
2250,3,1.082
2300,3,1.114
2350,3,1.13
2400,3,1.146
2450,3,1.162
2500,3,1.178
2550,3,1.178
2600,3,1.194
2650,3,1.21
2700,3,1.226
2750,3,1.242
2800,3,1.258
2850,3,1.274
2900,3,1.274
2950,3,1.29
3000,3,1.306
3050,3,1.322
3100,3,1.338
3150,3,1.354
3200,3,1.37
3250,3,1.37
3300,3,1.386
3350,3,1.402
3400,3,1.418
3450,3,1.434
3500,3,1.45
3550,3,1.466
3600,3,1.466
3650,3,1.482
3700,3,1.498
3750,3,1.514
3800,3,1.53
3850,3,1.546
3900,3,1.562
3950,3,1.562
4000,3,1.578
4050,3,1.594
4100,3,1.61
4150,3,1.626
4200,3,1.642
4250,3,1.642
4300,3,1.658
4350,3,1.674
4400,3,1.69
4450,3,1.706
4500,3,1.722
4550,3,1.754
4600,3,1.77
4650,3,1.77
4700,3,1.786
4750,3,1.802
4800,3,1.818
4850,3,1.834
4900,3,1.85
4950,3,1.866
5000,3,1.866
5050,3,1.882
5100,3,1.898
5150,3,1.914
5200,3,1.93
5250,3,1.946
5300,3,1.962
5350,3,1.962
5400,3,1.978
5450,3,1.994
5500,3,2.01
5550,3,2.026
5600,3,2.042
5650,3,2.058
5700,3,2.058
5750,3,2.074
5800,3,2.09
5850,3,2.106
5900,3,2.122
5950,3,2.138
6000,3,2.138
6050,3,2.154
6100,3,2.17
6150,3,2.186
6200,3,2.202
6250,3,2.218
6300,3,2.234
6350,3,2.234
6400,3,2.25
6450,3,2.266
6500,3,2.282
6550,3,2.298
6600,3,2.314
6650,3,2.33
6700,3,2.33
6750,3,2.346
6800,3,2.362
6850,3,2.394
6900,3,2.41
6950,3,2.426
7000,3,2.442
7050,3,2.458
7100,3,2.458
7150,3,2.474
7200,3,2.49
7250,3,2.506
7300,3,2.522
7350,3,2.538
7400,3,2.554
7450,3,2.554
7500,3,2.57
7550,3,2.586
7600,3,2.602
7650,3,2.618
7700,3,2.634
7750,3,2.65
7800,3,2.65
7850,3,2.666
7900,3,2.682
7950,3,2.698
8000,3,2.714
8050,3,2.73
8100,3,2.73
8150,3,2.746
8200,3,2.762
8250,3,2.778
8300,3,2.794
8350,3,2.81
8400,3,2.826
8450,3,2.826
8500,3,2.842
8550,3,2.858
8600,3,2.874
8650,3,2.89
8700,3,2.906
8750,3,2.922
8800,3,2.922
8850,3,2.938
8900,3,2.954
8950,3,2.97
9000,3,2.986
9050,3,3.002
9100,3,3.034
9150,3,3.05
9200,3,3.05
9250,3,3.066
9300,3,3.082
9350,3,3.098
9400,3,3.114
9450,3,3.13
9500,3,3.146
9550,3,3.146
9600,3,3.162
9650,3,3.178
9700,3,3.194
9750,3,3.21
9800,3,3.226
9850,3,3.226
9900,3,3.242
9950,3,3.258
10000,3,3.274
10050,3,3.29
10100,3,3.306
10150,3,3.322
10200,3,3.322
10250,3,3.338
10300,3,3.354
10350,3,3.37
10400,3,3.386
10450,3,3.402
10500,3,3.418
10550,3,3.418
10600,3,3.434
10650,3,3.45
10700,3,3.466
10750,3,3.482
10800,3,3.498
10850,3,3.514
10900,3,3.514
10950,3,3.53
11000,3,3.546
11050,3,3.562
11100,3,3.578
11150,3,3.594
11200,3,3.61
11250,3,3.61
11300,3,3.626
11350,3,3.642
11400,3,3.674
11450,3,3.69
11500,3,3.706
11550,3,3.722
11600,3,3.738
11650,3,3.738
11700,3,3.754
11750,3,3.77
11800,3,3.786
11850,3,3.802
11900,3,3.818
11950,3,3.818
12000,3,3.834
12050,3,3.85
12100,3,3.866
12150,3,3.882
12200,3,3.898
12250,3,3.914
12300,3,3.914
12350,3,3.93
12400,3,3.946
12450,3,3.962
12500,3,3.978
12550,3,3.994
12600,3,4.01
12650,3,4.01
12700,3,4.026
12750,3,4.042
12800,3,4.058
12850,3,4.074
12900,3,4.09
12950,3,4.106
13000,3,4.106
13050,3,4.122
13100,3,4.138
13150,3,4.154
13200,3,4.17
13250,3,4.186
13300,3,4.202
13350,3,4.202
13400,3,4.218
13450,3,4.234
13500,3,4.25
13550,3,4.266
13600,3,4.282
13650,3,4.314
13700,3,4.314
13750,3,4.33
13800,3,4.346
13850,3,4.362
13900,3,4.378
13950,3,4.394
14000,3,4.41
14050,3,4.41
14100,3,4.426
14150,3,4.442
14200,3,4.458
14250,3,4.474
14300,3,4.49
14350,3,4.506
14400,3,4.506
14450,3,4.522
14500,3,4.538
14550,3,4.554
14600,3,4.57
14650,3,4.586
14700,3,4.602
14750,3,4.602
14800,3,4.618
14850,3,4.634
14900,3,4.65
14950,3,4.666
15000,3,4.682
15050,3,4.698
15100,3,4.698
15150,3,4.714
15200,3,4.73
15250,3,4.746
15300,3,4.762
15350,3,4.778
15400,3,4.794
15450,3,4.794
15500,3,4.81
15550,3,4.826
15600,3,4.842
15650,3,4.858
15700,3,4.874
15750,3,4.89
15800,3,4.89
15850,3,4.906
15900,3,4.938
15950,3,4.954
16000,3,4.97
16050,3,4.986
16100,3,5.002
16150,3,5.002
16200,3,5.018
16250,3,5.034
16300,3,5.05
16350,3,5.066
16400,3,5.082
16450,3,5.098
16500,3,5.098
16550,3,5.114
16600,3,5.13
16650,3,5.146
16700,3,5.162
16750,3,5.178
16800,3,5.194
16850,3,5.194
16900,3,5.21
16950,3,5.226
17000,3,5.242
17050,3,5.258
17100,3,5.274
17150,3,5.29
17200,3,5.29
17250,3,5.306
17300,3,5.322
17350,3,5.338
17400,3,5.354
17450,3,5.37
17500,3,5.386
17550,3,5.386
17600,3,5.402
17650,3,5.418
17700,3,5.434
17750,3,5.45
17800,3,5.466
17850,3,5.482
17900,3,5.482
17950,3,5.498
18000,3,5.514
18050,3,5.53
18100,3,5.546
18150,3,5.562
18200,3,5.594
18250,3,5.594
18300,3,5.61
18350,3,5.626
18400,3,5.642
18450,3,5.658
18500,3,5.674
18550,3,5.69
18600,3,5.69
18650,3,5.706
18700,3,5.722
18750,3,5.738
18800,3,5.754
18850,3,5.77
18900,3,5.786
18950,3,5.786
19000,3,5.802
19050,3,5.818
19100,3,5.834
19150,3,5.85
19200,3,5.866
19250,3,5.882
19300,3,5.882
19350,3,6.157
19400,3,6.173
19450,3,6.189
19500,3,6.189
19550,3,6.205
19600,3,6.221
19650,3,6.237
19700,3,6.253
19750,3,6.269
19800,3,6.285
19850,3,6.285
19900,3,6.301
19950,3,6.317
20000,3,6.333
20050,3,6.349
20100,3,6.365
20150,3,6.365
20200,3,6.381
20250,3,6.397
20300,3,6.413
20350,3,6.429
20400,3,6.445
20450,3,6.477
20500,3,6.493
20550,3,6.493
20600,3,6.509
20650,3,6.525
20700,3,6.541
20750,3,6.557
20800,3,6.573
20850,3,6.589
20900,3,6.589
20950,3,6.605
21000,3,6.621
21050,3,6.637
21100,3,6.653
21150,3,6.669
21200,3,6.685
21250,3,6.685
21300,3,6.701
21350,3,6.717
21400,3,6.733
21450,3,6.749
21500,3,6.765
21550,3,6.781
21600,3,6.781
21650,3,6.797
21700,3,6.813
21750,3,6.829
21800,3,6.845
21850,3,6.861
21900,3,6.861
21950,3,6.877
22000,3,6.893
22050,3,6.909
22100,3,6.925
22150,3,6.941
22200,3,6.957
22250,3,6.957
22300,3,6.973
22350,3,6.989
22400,3,7.005
22450,3,7.021
22500,3,7.037
22550,3,7.053
22600,3,7.053
22650,3,7.069
22700,3,7.085
22750,3,7.117
22800,3,7.133
22850,3,7.149
22900,3,7.165
22950,3,7.181
23000,3,7.181
23050,3,7.197
23100,3,7.213
23150,3,7.229
23200,3,7.245
23250,3,7.261
23300,3,7.277
23350,3,7.277
23400,3,7.293
23450,3,7.309
23500,3,7.325
23550,3,7.341
23600,3,7.357
23650,3,7.373
23700,3,7.373
23750,3,7.389
23800,3,7.405
23850,3,7.421
23900,3,7.437
23950,3,7.453
24000,3,7.453
24050,3,7.469
24100,3,7.485
24150,3,7.501
24200,3,7.517
24250,3,7.533
24300,3,7.549
24350,3,7.549
24400,3,7.565
24450,3,7.581
24500,3,7.597
24550,3,7.613
24600,3,7.629
24650,3,7.645
24700,3,7.645
24750,3,7.661
24800,3,7.677
24850,3,7.693
24900,3,7.709
24950,3,7.725
25000,3,7.757
25050,3,7.773
25100,3,7.773
25150,3,7.789
25200,3,7.805
25250,3,7.821
25300,3,7.837
25350,3,7.853
25400,3,7.869
25450,3,7.869
25500,3,7.885
25550,3,7.901
25600,3,7.917
25650,3,7.933
25700,3,7.949
25750,3,7.949
25800,3,7.965
25850,3,7.981
25900,3,7.997
25950,3,8.013
26000,3,8.029
26050,3,8.045
26100,3,8.045
26150,3,8.061
26200,3,8.077
26250,3,8.093
26300,3,8.109
26350,3,8.125
26400,3,8.141
26450,3,8.141
26500,3,8.157
26550,3,8.173
26600,3,8.189
26650,3,8.205
26700,3,8.221
26750,3,8.237
26800,3,8.237
26850,3,8.253
26900,3,8.269
26950,3,8.285
27000,3,8.301
27050,3,8.317
27100,3,8.333
27150,3,8.333
27200,3,8.349
27250,3,8.365
27300,3,8.397
27350,3,8.413
27400,3,8.429
27450,3,8.445
27500,3,8.461
27550,3,8.461
27600,3,8.477
27650,3,8.493
27700,3,8.509
27750,3,8.525
27800,3,8.541
27850,3,8.541
27900,3,8.557
27950,3,8.573
28000,3,8.589
28050,3,8.605
28100,3,8.621
28150,3,8.637
28200,3,8.637
28250,3,8.653
28300,3,8.669
28350,3,8.685
28400,3,8.701
28450,3,8.717
28500,3,8.733
28550,3,8.733
28600,3,8.749
28650,3,8.765
28700,3,8.781
28750,3,8.797
28800,3,8.813
28850,3,8.829
28900,3,8.829
28950,3,8.845
29000,3,8.861
29050,3,8.877
29100,3,8.893
29150,3,8.909
29200,3,8.925
29250,3,8.925
29300,3,8.941
29350,3,8.957
29400,3,8.973
29450,3,8.989
29500,3,9.005
29550,3,9.037
29600,3,9.037
29650,3,9.053
29700,3,9.069
29750,3,9.085
29800,3,9.101
29850,3,9.117
29900,3,9.133
29950,3,9.133
30000,3,9.149
30050,3,9.165
30100,3,9.181
30150,3,9.197
30200,3,9.213
30250,3,9.229
30300,3,9.229
30350,3,9.245
30400,3,9.261
30450,3,9.277
30500,3,9.293
30550,3,9.309
30600,3,9.325
30650,3,9.325
30700,3,9.341
30750,3,9.357
30800,3,9.373
30850,3,9.389
30900,3,9.405
30950,3,9.421
31000,3,9.421
31050,3,9.437
31100,3,9.453
31150,3,9.469
31200,3,9.485
31250,3,9.501
31300,3,9.517
31350,3,9.517
31400,3,9.533
31450,3,9.549
31500,3,9.565
31550,3,9.581
31600,3,9.597
31650,3,9.613
31700,3,9.613
31750,3,9.629
31800,3,9.645
31850,3,9.677
31900,3,9.693
31950,3,9.709
32000,3,9.725
32050,3,9.725
32100,3,9.741
32150,3,9.757
32200,3,9.773
32250,3,9.789
32300,3,9.805
32350,3,9.821
32400,3,9.821
32450,3,9.837
32500,3,9.853
32550,3,9.869
32600,3,9.885
32650,3,9.901
32700,3,9.917
32750,3,9.917
32800,3,9.933
32850,3,9.949
32900,3,9.965
32950,3,9.981
33000,3,9.997
33050,3,10.013
33100,3,10.013
33150,3,10.029
33200,3,10.045
33250,3,10.061
33300,3,10.077
33350,3,10.093
33400,3,10.109
33450,3,10.109
33500,3,10.125
33550,3,10.141
33600,3,10.157
33650,3,10.173
33700,3,10.189
33750,3,10.205
33800,3,10.205
33850,3,10.221
33900,3,10.237
33950,3,10.253
34000,3,10.269
34050,3,10.285
34100,3,10.317
34150,3,10.317
34200,3,10.333
34250,3,10.349
34300,3,10.365
34350,3,10.381
34400,3,10.397
34450,3,10.413
34500,3,10.413
34550,3,10.429
34600,3,10.445
34650,3,10.461
34700,3,10.477
34750,3,10.493
34800,3,10.509
34850,3,10.509
34900,3,10.525
34950,3,10.541
35000,3,10.557
35050,3,10.573
35100,3,10.589
35150,3,10.605
35200,3,10.605
35250,3,10.621
35300,3,10.637
35350,3,10.653
35400,3,10.669
35450,3,10.685
35500,3,10.701
35550,3,10.701
35600,3,10.717
35650,3,10.733
35700,3,10.749
35750,3,10.765
35800,3,10.781
35850,3,10.797
35900,3,10.797
35950,3,10.813
36000,3,10.829
36050,3,10.845
36100,3,10.861
36150,3,10.877
36200,3,10.893
36250,3,10.893
36300,3,10.909
36350,3,10.941
36400,3,10.957
36450,3,10.973
36500,3,10.989
36550,3,11.005
36600,3,11.005
36650,3,11.021
36700,3,11.037
36750,3,11.053
36800,3,11.069
36850,3,11.085
36900,3,11.101
36950,3,11.101
37000,3,11.117
37050,3,11.133
37100,3,11.149
37150,3,11.165
37200,3,11.181
37250,3,11.197
37300,3,11.197
37350,3,11.213
37400,3,11.229
37450,3,11.245
37500,3,11.441
37550,3,11.457
37600,3,11.473
37650,3,11.489
37700,3,11.505
37750,3,11.521
37800,3,11.521
37850,3,11.537
37900,3,11.553
37950,3,11.569
38000,3,11.585
38050,3,11.601
38100,3,11.617
38150,3,11.617
38200,3,11.633
38250,3,11.649
38300,3,11.665
38350,3,11.681
38400,3,11.697
38450,3,11.713
38500,3,11.713
38550,3,11.729
38600,3,11.745
38650,3,11.777
38700,3,11.793
38750,3,11.809
38800,3,11.825
38850,3,11.841
38900,3,11.841
38950,3,11.857
39000,3,11.873
39050,3,11.889
39100,3,11.905
39150,3,11.921
39200,3,11.937
39250,3,11.937
39300,3,11.953
39350,3,11.969
39400,3,11.985
39450,3,12.001
39500,3,12.017
39550,3,12.033
39600,3,12.033
39650,3,12.049
39700,3,12.065
39750,3,12.081
39800,3,12.097
39850,3,12.113
39900,3,12.113
39950,3,12.129
40000,3,12.145
40050,3,12.161
40100,3,12.177
40150,3,12.193
40200,3,12.209
40250,3,12.209
40300,3,12.225
40350,3,12.241
40400,3,12.257
40450,3,12.273
40500,3,12.289
40550,3,12.305
40600,3,12.305
40650,3,12.321
40700,3,12.337
40750,3,12.353
40800,3,12.369
40850,3,12.385
40900,3,12.417
40950,3,12.433
41000,3,12.433
41050,3,12.449
41100,3,12.465
41150,3,12.481
41200,3,12.497
41250,3,12.513
41300,3,12.529
41350,3,12.529
41400,3,12.545
41450,3,12.561
41500,3,12.577
41550,3,12.593
41600,3,12.609
41650,3,12.609
41700,3,12.625
41750,3,12.641
41800,3,12.657
41850,3,12.673
41900,3,12.689
41950,3,12.705
42000,3,12.705
42050,3,12.721
42100,3,12.737
42150,3,12.753
42200,3,12.769
42250,3,12.785
42300,3,12.801
42350,3,12.801
42400,3,12.817
42450,3,12.833
42500,3,12.849
42550,3,12.865
42600,3,12.881
42650,3,12.897
42700,3,12.897
42750,3,12.913
42800,3,12.929
42850,3,12.945
42900,3,12.961
42950,3,12.977
43000,3,12.993
43050,3,12.993
43100,3,13.009
43150,3,13.025
43200,3,13.057
43250,3,13.073
43300,3,13.089
43350,3,13.105
43400,3,13.121
43450,3,13.121
43500,3,13.137
43550,3,13.153
43600,3,13.169
43650,3,13.185
43700,3,13.201
43750,3,13.201
43800,3,13.217
43850,3,13.233
43900,3,13.249
43950,3,13.265
44000,3,13.281
44050,3,13.297
44100,3,13.297
44150,3,13.313
44200,3,13.329
44250,3,13.345
44300,3,13.361
44350,3,13.377
44400,3,13.393
44450,3,13.393
44500,3,13.409
44550,3,13.425
44600,3,13.441
44650,3,13.457
44700,3,13.473
44750,3,13.489
44800,3,13.489
44850,3,13.505
44900,3,13.521
44950,3,13.537
45000,3,13.553
45050,3,13.569
45100,3,13.585
45150,3,13.585
45200,3,13.601
45250,3,13.617
45300,3,13.633
45350,3,13.649
45400,3,13.665
45450,3,13.697
45500,3,13.697
45550,3,13.713
45600,3,13.729
45650,3,13.745
45700,3,13.761
45750,3,13.777
45800,3,13.793
45850,3,13.793
45900,3,13.809
45950,3,13.825
46000,3,13.841
46050,3,13.857
46100,3,13.873
46150,3,13.889
46200,3,13.889
46250,3,13.905
46300,3,13.921
46350,3,13.937
46400,3,13.953
46450,3,13.969
46500,3,13.985
46550,3,13.985
46600,3,14.001
46650,3,14.017
46700,3,14.033
46750,3,14.049
46800,3,14.065
46850,3,14.081
46900,3,14.081
46950,3,14.097
47000,3,14.113
47050,3,14.129
47100,3,14.145
47150,3,14.161
47200,3,14.177
47250,3,14.177
47300,3,14.193
47350,3,14.209
47400,3,14.225
47450,3,14.241
47500,3,14.257
47550,3,14.273
47600,3,14.273
47650,3,14.289
47700,3,14.305
47750,3,14.337
47800,3,14.353
47850,3,14.369
47900,3,14.385
47950,3,14.385
48000,3,14.401
48050,3,14.417
48100,3,14.433
48150,3,14.449
48200,3,14.465
48250,3,14.481
48300,3,14.481
48350,3,14.497
48400,3,14.513
48450,3,14.529
48500,3,14.545
48550,3,14.561
48600,3,14.577
48650,3,14.577
48700,3,14.593
48750,3,14.609
48800,3,14.625
48850,3,14.641
48900,3,14.657
48950,3,14.673
49000,3,14.673
49050,3,14.689
49100,3,14.705
49150,3,14.721
49200,3,14.737
49250,3,14.753
49300,3,14.769
49350,3,14.769
49400,3,14.785
49450,3,14.801
49500,3,14.817
49550,3,14.833
49600,3,14.849
49650,3,14.865
49700,3,14.865
49750,3,14.881
49800,3,14.897
49850,3,14.913
49900,3,14.929
49950,3,14.945
50000,3,14.977
50050,3,14.977
50100,3,14.993
50150,3,15.009
50200,3,15.025
50250,3,15.041
50300,3,15.057
50350,3,15.073
50400,3,15.073
50450,3,15.089
50500,3,15.105
50550,3,15.121
50600,3,15.137
50650,3,15.153
50700,3,15.169
50750,3,15.169
50800,3,15.185
50850,3,15.201
50900,3,15.217
50950,3,15.233
51000,3,15.249
51050,3,15.265
51100,3,15.265
51150,3,15.281
51200,3,15.297
51250,3,15.313
51300,3,15.329
51350,3,15.345
51400,3,15.361
51450,3,15.361
51500,3,15.377
51550,3,15.393
51600,3,15.409
51650,3,15.425
51700,3,15.441
51750,3,15.457
51800,3,15.457
51850,3,15.473
51900,3,15.489
51950,3,15.505
52000,3,15.521
52050,3,15.537
52100,3,15.553
52150,3,15.553
52200,3,15.569
52250,3,15.601
52300,3,15.617
52350,3,15.633
52400,3,15.649
52450,3,15.665
52500,3,15.665
52550,3,15.681
52600,3,15.697
52650,3,15.713
52700,3,15.729
52750,3,15.745
52800,3,15.761
52850,3,15.761
52900,3,15.777
52950,3,15.793
53000,3,15.809
53050,3,15.825
53100,3,15.841
53150,3,15.857
53200,3,15.857
53250,3,15.873
53300,3,15.889
53350,3,15.905
53400,3,15.921
53450,3,15.937
53500,3,15.953
53550,3,15.953
53600,3,15.969
53650,3,15.985
53700,3,16.001
53750,3,16.017
53800,3,16.033
53850,3,16.049
53900,3,16.049
53950,3,16.065
54000,3,16.081
54050,3,16.097
54100,3,16.113
54150,3,16.129
54200,3,16.129
54250,3,16.145
54300,3,16.161
54350,3,16.177
54400,3,16.193
54450,3,16.209
54500,3,16.225
54550,3,16.257
54600,3,16.257
54650,3,16.273
54700,3,16.289
54750,3,16.305
54800,3,16.321
54850,3,16.337
54900,3,16.353
54950,3,16.353
55000,3,16.369
55050,3,16.385
55100,3,16.401
55150,3,16.417
55200,3,16.433
55250,3,16.449
55300,3,16.449
55350,3,16.465
55400,3,16.481
55450,3,16.497
55500,3,16.513
55550,3,16.529
55600,3,16.545
55650,3,16.545
55700,3,16.784
55750,3,16.8
55800,3,16.8
55850,3,16.816
55900,3,16.832
55950,3,16.848
56000,3,16.864
56050,3,16.88
56100,3,16.896
56150,3,16.896
56200,3,16.912
56250,3,16.928
56300,3,16.944
56350,3,16.96
56400,3,16.976
56450,3,16.992
56500,3,16.992
56550,3,17.008
56600,3,17.024
56650,3,17.04
56700,3,17.056
56750,3,17.072
56800,3,17.104
56850,3,17.12
56900,3,17.12
56950,3,17.136
57000,3,17.152
57050,3,17.168
57100,3,17.184
57150,3,17.2
57200,3,17.216
57250,3,17.216
57300,3,17.232
57350,3,17.248
57400,3,17.264
57450,3,17.28
57500,3,17.296
57550,3,17.296
57600,3,17.312
57650,3,17.328
57700,3,17.344
57750,3,17.36
57800,3,17.376
57850,3,17.392
57900,3,17.392
57950,3,17.408
58000,3,17.424
58050,3,17.44
58100,3,17.456
58150,3,17.472
58200,3,17.488
58250,3,17.488
58300,3,17.504
58350,3,17.52
58400,3,17.536
58450,3,17.552
58500,3,17.568
58550,3,17.584
58600,3,17.584
58650,3,17.6
58700,3,17.616
